lines_of_code,cyclomatic_complexity,num_functions,num_classes,avg_function_length,defect
1963,34,106,83,67,1
2495,34,13,54,120,1
834,10,146,13,102,1
1537,15,5,22,76,1
4941,27,179,25,134,1
3898,16,71,38,58,1
499,42,178,73,146,1
1477,42,34,36,23,1
2645,26,142,73,150,1
2326,27,32,19,155,1
293,4,20,8,51,1
2162,34,86,47,161,1
3358,41,32,70,156,1
995,11,40,70,167,1
1076,3,168,43,179,1
1573,39,21,78,37,1
3158,25,163,34,125,1
3742,25,12,64,50,1
3099,38,36,37,104,1
3371,1,13,89,76,1
3356,12,108,29,139,1
4288,18,177,92,85,1
110,41,51,21,117,1
4224,37,112,34,153,1
3448,13,26,85,16,1
2464,18,140,71,26,1
3828,15,96,35,82,1
3656,47,76,35,14,1
439,6,175,3,155,1
4666,39,43,85,61,1
1725,13,188,58,156,1
1827,12,114,50,147,0
302,10,162,6,177,1
3216,26,79,72,199,1
1764,27,159,3,154,1
2100,22,151,28,25,1
745,33,28,50,104,1
2143,43,42,86,32,1
4798,16,191,1,89,1
2622,1,188,44,117,1
1555,43,54,53,188,1
3718,41,155,88,20,1
4563,46,116,39,192,1
2793,43,48,17,188,1
4704,1,196,80,164,1
3327,11,171,55,179,1
1348,41,130,47,158,1
4740,22,148,44,45,1
3300,29,182,19,33,1
2964,34,131,52,63,1
3918,42,20,57,140,1
2314,3,104,56,54,1
3842,31,151,71,136,1
2930,13,187,5,41,1
2903,11,195,67,175,1
3757,46,130,88,16,1
2878,37,33,10,17,1
265,8,177,90,181,1
4615,10,109,46,28,1
229,38,149,46,45,1
2736,15,62,43,112,1
426,8,25,20,18,1
2778,30,186,26,100,1
1877,36,144,49,101,1
3276,30,157,14,161,1
2377,31,126,75,149,1
1552,41,23,21,113,1
4994,5,87,96,82,1
802,19,125,51,97,1
3219,49,65,49,158,1
299,34,15,58,190,1
2870,13,61,52,25,1
4786,49,34,46,148,1
939,25,118,27,116,1
4916,14,33,21,180,1
4052,11,21,23,143,1
3773,30,144,20,169,1
3136,7,146,99,132,1
2793,2,11,69,123,1
4626,35,13,76,185,1
1806,43,12,38,72,1
2672,3,31,52,160,1
1826,33,15,19,194,1
4630,46,176,8,98,1
3454,32,123,90,138,1
2124,17,51,39,101,1
3146,28,143,61,25,1
1135,21,104,87,27,1
3779,19,6,35,175,0
4378,33,17,41,69,1
1537,11,28,10,188,1
398,33,83,97,129,1
463,23,188,14,152,1
2503,7,2,19,126,1
3502,8,144,14,150,1
2613,30,17,50,54,1
1059,7,123,37,80,1
4432,47,126,13,42,1
831,48,136,58,112,1
3129,22,145,50,59,0
4502,27,87,3,24,1
2678,40,79,56,153,1
4025,42,118,59,86,1
2236,36,114,3,144,1
3369,45,84,65,151,1
1256,36,101,62,127,1
3846,19,71,64,93,1
4568,27,4,38,43,1
4542,6,141,91,65,1
354,16,88,1,13,1
3504,24,124,7,53,1
2323,24,160,17,52,1
900,30,66,82,129,1
544,39,149,66,97,1
3605,45,136,46,197,1
2724,35,152,72,176,1
3480,49,166,28,65,1
3199,35,102,88,37,1
3397,20,122,29,57,1
3999,36,108,44,55,1
554,11,144,95,162,1
4752,19,106,96,45,1
2704,40,196,58,92,1
3456,45,115,74,148,1
3567,25,172,49,118,1
2754,22,175,58,44,1
3814,1,58,54,115,0
1629,20,185,56,102,1
1811,49,72,37,25,1
4182,35,95,94,160,1
363,23,192,2,184,1
4365,24,92,11,22,1
2737,39,4,26,41,1
1768,23,190,76,58,1
4549,38,190,71,23,1
3676,47,170,20,68,1
4624,7,116,9,113,1
873,39,68,16,15,1
4365,44,64,12,191,1
2464,9,118,6,37,1
4829,29,141,5,123,1
3870,41,169,97,21,1
2019,43,157,50,172,1
3153,42,102,28,134,1
3116,10,58,97,83,1
1809,15,171,36,157,1
3175,48,97,15,107,1
4102,8,112,23,191,1
2331,45,66,28,12,1
4974,41,116,73,134,1
4888,46,195,86,41,1
3084,22,83,70,155,1
1173,20,107,85,10,1
1284,18,77,80,63,1
724,34,48,35,27,1
2752,23,142,71,89,1
2355,28,162,4,111,1
1318,41,61,77,89,1
3271,10,197,96,69,1
4769,43,185,11,162,1
4244,23,173,63,36,1
3844,10,4,70,160,1
4128,1,163,77,166,1
2109,29,176,44,183,1
1299,46,189,19,173,1
4079,41,106,55,55,1
2910,5,137,18,185,1
3563,44,118,77,134,1
3269,29,51,93,161,1
228,49,127,57,140,1
2249,20,121,35,198,0
4980,8,165,53,160,1
4727,25,26,89,152,1
4341,1,185,49,51,1
2579,36,135,4,142,1
2305,44,35,60,129,1
985,16,149,47,59,1
1006,5,77,48,58,1
2523,13,35,82,104,1
1135,1,33,31,35,1
4712,8,146,15,185,1
3484,1,107,89,162,1
2715,20,79,67,94,1
3042,39,57,22,179,1
1151,25,136,89,164,1
3026,29,156,17,38,1
333,3,81,85,102,1
4521,29,28,64,134,1
3840,18,51,47,118,1
2869,18,16,21,90,1
837,24,190,12,32,1
4518,6,173,28,76,1
906,28,62,96,164,1
1748,14,19,17,63,1
2730,26,65,44,33,1
2183,7,57,53,112,1
4244,11,172,40,74,1
2471,21,112,64,89,1
2855,5,14,77,185,1
3981,31,69,49,63,1
674,45,114,28,69,1
4228,45,151,14,145,1
1650,27,180,73,5,1
50,33,64,99,175,1
4831,34,164,29,146,1
4395,36,72,30,192,1
4555,46,151,31,100,1
1459,5,41,50,49,1
3917,26,52,21,9,1
4635,48,121,54,197,1
3020,35,143,82,21,1
2637,20,186,48,116,1
848,14,93,26,79,1
992,5,165,9,79,1
3512,12,136,7,75,1
1377,13,166,35,160,1
744,48,88,12,111,1
3466,27,95,51,190,1
4280,27,22,86,15,1
235,16,156,37,187,1
527,4,111,39,199,1
4146,13,155,31,20,1
2947,18,163,44,88,1
3065,45,187,18,151,1
3865,12,174,68,151,1
1735,19,128,66,24,1
1041,17,131,28,61,1
2799,42,172,9,47,1
4415,7,10,12,102,1
2995,21,114,48,35,1
3448,46,168,71,25,1
244,39,183,19,96,1
2352,1,92,35,53,1
128,14,134,24,123,1
3996,3,29,17,169,1
1171,32,133,89,158,1
3271,9,154,66,13,1
835,11,166,87,125,1
2911,23,63,33,33,1
496,30,27,58,39,1
4268,47,101,77,53,1
2773,5,41,37,139,1
1631,30,91,42,40,1
408,26,82,4,137,1
2336,4,136,39,179,1
1815,27,124,18,116,1
854,29,150,89,11,1
2780,45,173,1,105,1
4814,38,23,50,56,1
4112,7,163,60,73,1
192,16,109,32,199,1
2284,8,80,79,137,1
3609,25,86,82,179,1
2219,24,33,77,162,1
3471,41,189,4,60,1
1173,41,17,99,37,1
333,21,192,81,35,1
433,43,15,88,42,1
1628,16,191,0,24,1
3922,41,190,63,138,1
2995,47,99,8,171,1
4332,11,59,11,146,1
673,8,29,88,52,1
594,35,90,97,119,1
963,46,23,73,185,1
2187,6,172,91,197,1
2593,37,54,59,136,1
3782,11,96,21,123,1
4045,28,110,75,18,1
1797,42,107,19,89,1
2213,11,185,99,129,1
1093,6,133,26,164,1
2229,40,51,53,170,1
1365,30,68,10,196,1
1427,14,165,44,144,1
3358,13,126,9,192,1
272,35,52,5,142,1
4581,6,142,68,131,0
4472,49,72,65,102,1
2203,33,196,0,154,1
2749,11,49,9,160,0
3370,1,125,43,9,1
616,27,163,21,144,1
2092,30,40,95,49,1
679,46,149,5,98,1
2785,26,8,16,187,1
2567,28,114,66,11,1
774,41,77,95,51,1
4410,32,125,34,161,1
4098,10,44,77,94,1
2948,12,116,95,87,1
1514,36,88,83,80,1
1357,43,100,23,73,1
2004,22,147,88,122,1
4844,16,161,53,124,1
203,18,103,91,12,1
3561,7,138,2,56,1
4116,36,140,40,185,1
860,2,175,27,139,1
200,9,120,84,64,1
2272,44,146,69,23,1
1128,30,48,35,79,1
828,28,18,72,161,1
4299,29,153,61,37,1
4018,19,89,22,198,1
4646,28,27,46,160,1
2603,41,198,94,121,1
4294,25,85,87,179,1
4153,29,46,16,195,1
4738,23,113,89,134,1
4614,10,160,40,191,1
4596,41,158,97,8,1
3728,5,53,4,62,0
4273,33,42,61,117,1
3755,48,127,56,93,1
3408,41,67,65,169,1
902,5,197,85,149,1
4232,4,32,4,41,1
4015,37,15,89,100,1
4679,4,87,84,159,1
3373,25,146,65,59,1
4969,32,79,98,119,1
4524,14,88,84,98,0
505,27,45,14,41,1
4463,26,152,77,30,1
279,8,169,25,112,1
4653,30,98,7,18,1
4935,13,33,44,14,1
3527,32,26,61,57,1
3408,43,12,15,131,1
809,29,55,21,69,1
1840,23,71,48,18,1
4591,28,24,55,186,1
1416,14,95,22,128,1
374,10,11,7,65,1
926,7,72,70,141,1
216,49,69,91,137,1
3714,26,144,25,27,1
630,36,129,21,70,1
4984,27,155,91,54,1
1849,28,80,52,85,1
1159,46,152,25,142,1
3677,30,80,35,138,1
2903,44,69,34,33,1
1222,43,49,72,61,1
821,24,170,75,137,1
977,1,107,76,195,1
2958,41,178,81,112,1
655,27,82,98,190,1
3956,1,129,65,177,1
4150,10,68,2,188,1
4144,43,158,44,191,1
1051,5,142,70,192,1
4023,9,22,35,104,1
463,3,66,25,136,1
4860,29,68,85,103,1
2064,2,134,81,20,1
1537,18,13,35,69,1
832,14,12,89,60,1
576,29,69,55,163,1
50,5,99,62,53,0
320,46,51,6,27,1
2581,5,181,43,26,1
1121,2,124,57,119,1
743,39,39,33,101,1
2937,23,129,25,34,1
3628,31,28,45,115,1
2045,16,77,8,47,0
3627,22,64,39,99,1
1759,27,109,34,156,1
2149,29,199,44,193,1
519,5,28,36,196,1
2340,12,79,12,12,1
386,13,26,43,140,1
805,8,119,42,113,1
2651,46,109,9,147,1
1769,24,38,55,99,1
2149,28,152,46,13,1
462,37,196,45,75,1
3662,27,54,75,177,1
3330,36,160,1,59,1
4153,9,109,16,172,1
3043,15,134,69,194,1
3512,46,192,62,25,1
296,5,130,58,100,0
3828,28,189,98,170,1
461,15,160,54,104,1
3417,36,86,9,36,1
4380,18,37,14,194,1
2739,22,112,50,5,1
637,5,111,98,160,1
1518,22,199,88,55,1
282,17,184,46,182,1
1936,22,34,90,112,1
359,21,93,17,162,1
993,46,189,4,88,1
957,23,85,39,32,1
2798,28,126,20,52,1
2575,28,187,48,172,1
1650,17,74,28,52,1
2149,19,118,74,97,1
595,13,190,15,108,1
2398,45,47,85,160,1
3873,45,54,43,121,1
2738,34,119,97,171,1
3364,47,150,70,36,1
4501,33,79,20,14,1
4980,47,167,49,11,1
1891,16,79,23,190,1
1686,43,32,84,18,1
1725,30,122,35,50,1
4882,3,185,85,79,1
1840,27,159,49,31,1
3194,20,64,2,133,1
3570,32,26,51,93,1
1891,21,199,74,188,1
205,46,114,33,106,1
983,5,12,89,160,1
625,49,7,22,126,1
1383,2,62,31,16,1
3157,22,106,83,184,1
4393,7,13,8,116,1
1501,42,16,25,13,1
4598,10,191,46,48,1
989,40,195,14,42,1
3509,1,143,86,76,1
1143,16,3,30,159,1
3991,41,36,27,23,1
2551,28,60,51,126,1
4412,48,21,8,27,1
1511,20,83,4,191,1
2463,26,76,15,25,1
3823,15,154,57,66,1
1260,41,66,32,8,1
3348,30,56,93,118,1
110,12,185,15,63,1
2265,2,157,73,20,0
4300,10,92,21,196,1
2881,27,162,91,21,1
4867,21,58,54,117,1
4152,16,126,87,55,1
4668,37,39,33,99,1
300,45,131,77,188,1
1649,22,170,46,148,1
2217,39,164,70,99,1
3190,41,35,83,27,1
1335,22,72,75,182,1
1837,49,88,67,136,1
1518,17,30,1,152,1
4083,17,80,12,64,0
1552,26,171,11,112,1
1304,37,179,60,75,1
4369,38,150,71,196,1
4864,38,72,39,106,1
2950,41,169,65,179,1
3487,42,37,84,171,1
77,49,79,76,148,1
950,3,9,5,198,1
898,9,166,5,77,1
150,1,157,21,137,1
2155,19,40,14,168,1
4560,14,142,97,116,1
3290,40,174,20,178,1
3367,38,174,88,128,1
1538,2,92,39,75,1
1503,7,78,71,73,1
1851,38,117,73,45,1
4566,43,68,15,31,1
4166,28,167,10,111,1
4781,10,180,57,124,1
3490,25,162,4,108,1
4609,22,17,83,29,1
1565,11,116,86,191,1
3971,40,190,29,147,1
3216,45,78,56,104,1
73,38,23,28,46,1
445,10,68,53,128,1
1477,18,123,64,143,1
3254,47,56,25,64,1
1063,5,62,18,146,1
4567,11,17,38,191,1
4276,27,155,3,184,1
469,27,129,19,129,1
3399,36,145,40,11,1
4015,13,53,62,197,1
4920,47,62,34,19,1
1476,28,147,67,38,1
4320,2,36,9,123,1
513,7,26,45,29,1
439,32,18,45,99,1
185,6,69,38,139,1
2506,19,37,56,94,0
2321,15,176,33,148,1
650,23,171,36,169,1
668,24,33,30,96,1
1626,46,188,32,108,1
3819,48,20,74,159,1
2975,28,198,14,116,1
58,24,120,75,50,1
1253,22,124,72,64,1
1771,42,150,70,64,1
643,6,192,83,86,1
3810,47,48,1,27,1
655,4,87,31,45,1
1519,34,161,53,77,1
1745,39,94,90,10,1
1356,27,103,33,88,1
1737,43,148,25,148,1
4033,22,191,3,53,1
3776,47,161,13,66,1
1098,16,80,71,68,1
1785,32,42,37,171,1
4378,5,78,57,18,1
3409,41,192,18,117,1
734,33,135,61,64,1
2388,45,76,99,76,1
998,35,104,99,43,1
3480,5,65,41,127,1
2721,23,14,25,10,1
354,46,120,86,173,1
2447,37,91,82,192,1
2050,32,10,85,111,1
2576,14,193,1,100,1
4275,33,79,16,190,1
236,43,106,67,191,1
1614,5,73,97,197,1
1959,35,109,30,61,1
2332,42,23,1,15,1
327,41,13,52,102,1
1532,47,138,47,23,1
4932,38,142,68,143,1
1927,22,165,62,193,1
4510,6,70,94,133,1
4613,40,132,49,74,1
1698,34,140,95,71,1
1974,4,137,82,133,1
2748,2,13,26,33,1
3849,9,171,82,167,1
1347,30,63,80,14,1
1401,37,120,80,67,1
2958,19,34,75,171,1
2281,9,155,33,14,1
2078,5,23,36,195,1
1267,16,13,95,124,1
321,26,151,35,174,1
1373,7,96,79,132,1
2293,2,67,73,18,1
3002,14,114,45,118,1
380,31,161,79,97,1
3607,22,40,90,178,1
2717,33,129,41,110,1
2596,40,34,99,110,1
3521,49,102,69,124,1
1877,31,172,85,162,1
1885,19,119,72,129,0
2178,6,151,7,15,1
3986,46,106,38,115,1
2223,40,98,75,77,1
3759,43,45,75,158,1
179,46,152,63,73,1
1608,10,130,48,149,1
2311,49,78,82,60,1
3250,12,98,76,10,0
3774,26,129,43,73,1
3583,4,11,90,55,1
1853,49,33,25,133,1
3178,5,108,26,45,1
4743,30,183,70,105,1
664,24,105,73,40,1
3460,46,14,9,5,1
4568,39,118,28,49,1
2431,35,47,28,158,1
1914,5,8,59,145,1
2002,5,124,25,57,1
737,8,142,30,46,1
3977,35,140,47,63,1
4292,1,162,79,170,1
3557,2,114,11,93,1
2109,7,97,95,146,1
2958,15,103,61,67,1
3354,14,3,61,66,1
2259,13,116,88,8,1
1667,44,18,73,105,1
4092,29,24,57,38,1
1949,2,137,48,115,1
2084,7,21,71,114,1
3621,10,174,81,130,1
4023,20,35,76,189,1
3002,25,156,48,8,1
4697,26,59,70,194,1
775,42,111,73,178,1
3553,6,60,23,87,1
3577,4,188,83,105,1
1227,8,191,80,139,1
4135,13,97,93,77,1
3459,37,95,54,137,1
2390,8,64,14,52,1
2533,40,114,94,179,1
4311,29,116,32,149,1
3091,27,45,17,141,1
3573,9,41,58,133,1
4929,14,76,48,36,0
1609,11,17,14,59,1
450,25,4,60,14,1
4260,23,19,74,57,1
4496,10,196,25,95,1
3381,7,30,79,123,1
2915,13,148,65,131,1
1299,22,47,89,62,1
663,41,45,20,165,1
4276,40,20,13,77,1
2004,49,139,7,75,1
4326,46,192,40,176,1
398,18,20,27,13,1
2568,9,31,92,96,1
210,22,21,98,75,1
163,47,103,18,102,1
1535,48,175,83,92,1
1678,9,52,83,76,1
4288,42,199,73,7,1
3733,14,44,84,191,1
2548,12,85,70,135,0
2045,40,8,94,91,1
2159,17,10,89,28,1
645,17,55,36,158,1
989,24,99,22,120,1
1349,13,92,65,65,1
3800,49,2,61,24,1
1202,36,38,77,28,1
4509,18,43,55,43,1
2144,30,80,52,53,1
3066,42,105,99,83,1
1447,42,108,14,170,1
2919,37,40,97,61,1
4805,1,155,74,178,1
1210,14,99,0,166,1
845,10,172,28,158,1
4180,5,109,42,5,1
2967,22,135,82,164,1
2589,41,106,31,76,1
4403,29,28,56,187,1
2484,49,30,1,189,1
4415,32,141,41,30,1
2050,31,50,34,82,1
3168,37,128,45,186,1
2791,33,29,38,148,1
1003,30,110,79,105,1
1775,39,86,50,20,1
1560,33,127,44,184,1
1636,10,142,38,36,0
1791,35,192,36,120,1
2508,49,111,87,25,1
2942,28,64,8,122,1
2024,42,55,40,158,1
1442,9,79,49,107,1
3387,41,100,48,65,1
2882,11,181,9,118,1
839,45,47,77,18,1
349,27,131,99,117,1
3900,32,112,91,152,1
1371,41,107,12,37,1
4519,21,65,1,27,1
2159,12,16,23,149,1
2435,7,138,65,47,0
3496,22,57,7,25,1
4619,32,59,66,79,1
4257,3,192,2,37,1
668,12,44,41,6,0
4940,13,106,37,129,1
932,22,161,97,140,1
1753,42,90,13,14,1
2845,38,138,50,166,1
2469,28,180,56,51,1
4741,5,102,85,96,1
3878,30,10,72,41,1
557,32,145,16,63,1
2085,45,53,18,8,1
1467,20,22,62,175,1
2910,20,72,38,193,1
3629,41,11,34,159,1
2435,9,67,29,76,1
1336,7,13,40,61,1
975,7,186,91,195,1
278,26,45,22,147,1
1818,33,173,12,87,1
2471,31,171,61,72,1
4962,44,192,86,59,1
3306,14,39,80,131,1
4592,47,136,61,90,1
3202,35,168,9,50,1
4943,30,179,65,179,1
1283,35,94,67,120,1
3085,19,113,42,121,0
2646,9,148,7,62,1
1359,18,194,94,48,1
518,1,58,70,79,1
2466,17,99,88,71,1
3845,22,65,43,117,1
903,12,173,60,37,1
1173,18,101,7,26,1
1670,2,162,59,57,1
3081,24,12,55,184,1
4870,39,23,15,35,1
4024,4,111,96,114,1
3079,23,196,29,42,1
1520,4,78,20,40,1
2511,21,181,88,37,0
142,27,91,27,22,1
1326,11,53,5,152,0
3771,24,40,97,139,0
4706,27,78,47,161,1
1706,36,181,48,104,1
3160,27,36,75,129,1
4691,28,193,7,109,1
3479,47,142,92,118,1
4923,34,112,34,69,1
237,2,34,73,157,1
4753,41,122,71,32,1
4820,26,154,31,108,1
2395,45,55,13,166,1
1153,15,63,68,47,1
2276,24,109,29,31,1
1330,19,70,28,63,1
4363,7,46,44,66,1
4143,17,37,52,191,1
2364,48,23,92,156,1
1390,4,109,77,27,1
640,36,16,87,71,1
728,40,32,77,28,1
665,30,7,32,195,1
899,43,172,71,145,1
2057,41,175,56,155,1
4872,14,81,39,81,1
4220,42,133,26,82,1
2834,48,191,27,82,1
385,46,140,64,81,1
853,20,90,59,49,1
412,29,72,13,49,1
2071,42,9,55,144,1
2619,26,44,59,85,1
3080,19,22,8,199,0
2125,8,174,38,80,1
3436,38,8,4,46,1
954,20,56,71,119,1
4508,1,28,53,23,1
2135,16,116,82,121,1
2761,1,47,70,59,1
3754,35,163,89,16,1
193,8,21,46,65,1
3699,8,33,56,47,1
3318,2,198,58,46,1
1119,28,48,6,20,1
2235,31,74,74,124,1
2587,44,182,35,193,1
4486,16,104,54,196,1
351,11,130,93,33,1
2215,49,161,42,162,1
1810,14,16,87,81,1
4296,37,50,9,145,1
2704,33,20,22,13,1
4917,8,67,40,27,1
1498,41,45,40,167,1
681,34,35,99,79,1
411,13,120,23,51,1
4241,43,29,88,21,1
4437,16,45,46,138,1
2124,36,143,0,133,1
4450,39,3,84,180,1
2820,21,93,4,76,1
2967,17,69,65,9,1
818,39,109,93,150,1
1035,34,98,8,88,1
254,18,34,99,11,1
916,41,106,84,57,1
2675,41,84,33,55,1
711,43,199,51,87,1
728,36,4,87,97,1
349,36,75,96,36,1
307,5,147,0,81,1
2812,28,149,7,91,1
289,49,15,40,104,1
3350,5,17,11,142,1
3595,4,54,1,164,1
2315,3,37,72,86,1
2562,33,54,41,21,1
4340,3,22,97,167,1
4501,8,8,69,174,1
4710,23,11,0,179,1
4453,6,73,86,103,0
458,27,70,98,89,1
570,22,108,35,118,1
2582,34,9,37,117,1
3934,1,79,16,154,1
1926,36,2,58,18,1
2791,27,32,88,101,1
3582,9,51,2,83,1
700,44,165,86,26,1
2894,25,6,80,158,1
2208,14,12,15,171,1
2701,18,54,94,82,1
2317,49,46,69,22,1
1078,18,161,82,66,1
1605,49,146,81,65,1
4814,27,166,33,52,1
562,9,59,33,132,1
1285,12,135,39,18,1
168,47,88,34,97,1
4530,18,94,67,80,1
309,49,143,24,44,1
1248,14,125,85,147,1
2199,10,129,16,135,1
2482,20,46,90,90,1
1009,22,160,12,74,1
2998,34,177,10,74,1
615,48,94,26,164,1
4152,38,95,49,104,1
2429,5,10,53,57,1
3500,30,145,80,18,1
494,1,148,84,113,1
3589,26,51,94,117,1
2758,7,150,11,113,1
2385,7,20,94,55,1
1085,45,193,98,18,1
3094,5,4,16,60,1
1336,20,119,26,184,1
1508,28,182,52,37,1
2270,23,92,70,29,1
1680,8,65,31,158,1
4077,47,179,46,183,1
3166,16,11,5,98,1
3004,41,106,96,125,1
4882,48,27,41,38,1
4562,6,154,99,127,1
313,11,128,53,32,1
4249,13,82,64,33,1
270,2,17,17,56,1
383,49,170,68,131,1
4563,2,176,63,7,1
1374,13,33,28,79,1
2732,19,119,76,174,1
1010,33,61,31,136,1
1530,37,106,41,140,1
485,25,29,77,8,1
2491,48,63,21,31,1
92,38,37,80,111,1
1015,46,184,31,194,1
4156,40,16,47,19,1
265,18,56,19,118,1
3285,29,170,8,115,1
4370,37,24,0,155,1
2755,11,197,72,110,1
822,45,31,5,153,1
1872,41,99,77,68,1
4161,47,139,12,96,1
3205,45,130,98,100,1
3330,23,85,6,83,1
107,23,199,46,191,1
4996,35,81,37,194,1
3739,3,35,72,54,1
4793,47,190,57,9,1
1893,18,182,53,145,1
510,9,197,97,182,1
3710,48,51,64,100,1
1018,20,124,14,73,1
3865,24,124,38,184,1
2789,17,113,65,169,1
339,45,137,57,40,1
3335,12,14,10,116,0
1170,33,56,36,57,1
782,6,117,59,124,1
3626,30,123,8,9,1
3832,6,162,9,37,1
4721,48,84,60,6,1
4987,23,129,44,141,1
2841,46,166,88,160,1
2088,7,17,70,11,1
3568,26,120,46,147,1
3905,3,144,70,126,1
4108,25,98,32,98,1
4485,3,48,21,161,1
3567,15,50,56,71,1
2206,39,113,76,155,1
2927,4,71,71,53,1
1117,38,169,19,82,1
4487,45,126,54,177,1
3100,21,44,57,128,1
3970,30,91,44,78,1
1177,7,143,14,64,1
4117,13,104,26,38,1
1040,43,61,43,8,1
3536,7,178,77,29,1
4777,23,180,56,65,1
1475,44,94,64,53,1
1507,7,180,64,81,0
3504,10,122,68,48,1
1101,14,164,32,63,1
2637,5,33,45,145,1
3307,19,45,12,132,1
2292,37,73,41,187,1
4917,33,2,63,17,1
921,14,1,90,117,1
177,3,122,89,97,1
155,7,70,85,30,1
1456,30,86,8,35,1
3844,27,127,73,155,1
3470,36,175,2,199,1
2411,38,64,51,161,1
3644,11,146,78,199,1
1050,43,108,38,97,1
3481,36,98,90,156,1
4529,16,54,13,114,1
4162,17,35,40,195,1
1443,19,59,1,197,1
1921,35,36,58,22,1
1139,38,154,68,56,1
4216,48,45,43,128,1
3182,45,197,14,29,1
4589,2,158,48,149,1
3066,39,77,67,161,1
2580,27,33,15,32,1
3365,1,23,22,97,1
3942,2,149,58,158,1
2614,49,82,31,82,1
1443,15,63,32,191,1
3142,1,198,36,30,1
2795,6,196,26,113,1
770,30,36,41,100,1
4376,44,165,63,198,1
3647,27,128,29,177,1
3815,17,1,68,93,1
3199,40,26,74,80,1
3930,24,170,6,118,1
4708,22,168,44,64,1
4914,15,181,28,57,1
339,45,113,0,23,1
4068,21,78,83,137,1
444,27,121,62,9,1
425,16,190,21,111,1
4927,47,44,2,183,1
2189,14,164,58,69,1
2024,4,4,53,50,1
2508,24,149,54,14,1
4551,13,114,68,194,1
2729,5,17,90,46,1
3659,40,16,95,125,1
2250,33,41,38,125,1
4446,45,112,7,184,1
462,37,55,9,126,1
1428,8,92,18,94,1
1143,39,57,32,181,1
4736,19,194,42,149,1
760,10,38,46,44,1
3500,42,184,6,134,1
3536,39,82,66,35,1
4942,19,165,7,43,1
3549,31,50,73,55,1
3277,14,183,95,148,1
1661,25,129,96,170,1
780,8,193,85,81,0
659,4,65,30,87,1
2390,47,44,46,103,1
1517,5,140,33,17,0
1608,36,101,83,54,1
2569,44,76,12,63,1
279,6,53,33,90,1
4502,30,189,6,70,1
590,40,13,59,29,1
2924,38,42,11,174,1
985,37,174,97,107,1
3142,41,42,59,5,1
3696,19,144,24,105,1
2742,42,104,2,15,1
4672,43,172,39,41,1
3119,18,109,65,162,1
4768,21,70,38,118,0
2948,37,144,97,32,1
3457,43,82,82,28,1
4569,17,22,71,22,0
1948,31,35,28,75,1
53,21,105,75,165,1
4614,11,73,75,104,0
4809,16,49,91,179,0
3675,9,199,87,49,1
2984,23,76,74,34,0
4683,39,64,90,89,1
2457,23,31,97,77,0
2617,3,129,43,12,1
1146,49,153,57,66,1
2035,6,101,3,76,1
3199,20,148,93,95,1
1407,15,97,15,171,1
128,46,85,34,184,1
1624,30,88,38,122,1
1655,32,136,9,139,1
4301,6,64,83,38,1
3036,31,98,47,160,1
77,16,16,5,107,0
1960,29,120,18,21,1
4755,22,183,93,96,1
1402,40,26,81,101,1
3784,28,193,62,49,1
468,15,85,53,152,1
4167,21,101,84,185,1
310,8,77,27,142,1
2157,1,156,84,146,1
3034,30,99,71,193,1
4341,2,174,76,20,1
954,24,54,10,14,1
2276,49,54,81,161,1
3903,5,177,41,96,1
4470,12,83,0,130,1
617,5,78,80,117,1
828,34,103,86,95,1
975,14,117,54,79,1
3288,12,174,41,16,1
3529,27,91,9,56,1
1665,2,129,40,70,1
1899,49,44,92,151,1
1993,36,132,45,91,1
2420,45,31,10,86,1
91,38,120,10,173,1
3240,3,15,3,82,1
4719,36,1,14,125,1
1870,8,134,6,129,1
490,2,27,67,129,1
153,41,154,93,99,1
618,42,66,25,123,1
506,29,13,66,97,1
360,45,199,33,46,1
1957,25,162,29,50,1
1757,49,161,37,193,1
3505,4,91,74,134,0
1741,10,87,71,77,1
4552,44,168,30,82,1
2942,17,171,71,136,1
630,1,87,36,72,1
2065,3,89,59,68,1
4105,38,135,39,142,1
2694,30,39,63,166,1
1910,5,116,4,89,1
3734,44,194,99,41,1
3925,11,36,73,93,1
3341,9,192,55,11,1
3281,47,132,71,5,1
236,14,117,24,19,1
2993,19,22,16,148,1
4077,13,71,84,192,1
1672,21,86,28,186,1
2561,39,132,82,64,1
2427,43,64,19,60,1
1940,2,22,17,45,1
4635,30,190,64,186,1
329,23,99,16,36,1
904,27,40,12,76,1
447,1,20,35,31,1
4573,7,137,39,135,1
3553,2,65,12,191,0
4520,23,127,35,159,1
3921,31,151,39,148,1
3845,29,35,19,191,1
681,14,92,98,155,1
3086,43,187,2,144,1
4842,5,14,26,70,1
977,11,44,14,180,1
2077,46,150,91,148,1
1715,41,28,84,199,1
127,33,59,95,189,1
4633,29,175,46,45,1
3291,6,68,5,43,1
1111,7,99,60,50,0
3411,45,104,17,13,1
4316,10,70,0,25,1
4787,20,145,87,16,1
1749,9,112,86,77,1
341,17,105,84,116,1
630,36,96,87,5,1
4567,46,31,16,151,1
4250,6,14,76,126,1
929,1,109,39,30,1
1532,11,49,91,24,1
2345,43,103,33,198,1
3494,17,195,63,48,1
1179,39,21,88,153,1
364,9,13,34,69,1
658,16,178,52,84,0
3975,27,127,35,35,1
3042,41,68,17,104,1
2636,5,12,94,26,1
2169,38,48,14,13,1
427,8,104,84,6,1
