loc,complexity,args,nesting_depth,returns,variables,methods_called,is_smelly
18,2,2,1,1,1,2,0
104,28,7,3,3,20,24,1
17,2,3,0,2,3,2,0
288,32,8,6,4,17,13,1
143,13,9,5,11,23,13,1
18,1,0,2,2,4,0,0
145,25,9,7,5,18,24,1
20,4,2,2,2,1,3,0
106,15,8,8,12,19,15,1
199,13,11,9,9,22,13,1
256,11,9,8,5,14,16,1
17,2,2,1,2,1,3,0
5,2,1,0,1,2,3,0
9,3,3,0,2,3,3,0
174,14,7,5,13,18,21,1
11,1,0,2,1,4,3,0
120,36,7,7,10,10,12,1
21,1,1,1,0,2,1,0
212,27,10,6,7,12,19,1
9,4,3,2,2,4,2,0
9,4,0,1,1,3,1,0
210,34,10,4,8,29,20,1
27,1,3,0,0,2,1,0
25,4,0,2,1,3,3,0
121,32,9,7,7,27,18,1
89,34,11,8,14,21,24,1
288,14,11,9,8,26,20,1
9,3,0,1,0,1,0,0
191,32,9,5,4,21,16,1
13,1,2,0,0,4,2,0
24,3,2,1,2,3,0,0
163,39,9,9,12,29,23,1
28,2,1,0,2,2,2,0
283,13,5,9,5,26,24,1
30,29,1,3,1,14,20,1
198,36,9,9,6,16,21,1
255,34,6,8,11,11,15,1
141,36,6,6,8,17,10,1
20,1,3,1,2,1,1,0
18,1,2,1,2,1,0,0
137,19,11,5,11,28,17,1
14,18,0,5,11,17,13,1
21,3,0,1,0,3,3,0
15,3,2,2,0,2,2,0
278,17,5,7,7,14,23,1
228,27,8,9,5,25,9,1
117,18,7,5,14,25,8,1
28,3,0,0,0,2,2,0
20,3,1,0,0,1,3,0
83,26,11,4,13,25,19,1
55,24,6,2,1,5,17,1
204,23,7,9,11,11,9,1
25,2,2,0,2,3,1,0
275,37,7,9,4,25,23,1
150,20,9,6,10,12,24,1
284,22,8,5,14,17,10,1
9,3,3,2,1,2,0,0
6,3,1,1,0,1,3,0
295,21,11,7,11,11,21,1
24,2,3,0,1,2,1,0
145,17,6,9,11,20,17,1
243,24,5,6,10,10,9,1
5,4,2,1,0,4,1,0
176,13,7,8,8,27,16,1
11,2,3,2,2,2,3,0
241,10,9,5,12,20,8,1
15,3,3,1,0,2,1,0
216,23,5,7,4,28,13,1
20,2,1,1,1,4,3,0
214,39,0,3,10,29,16,1
11,4,11,0,4,4,7,1
72,24,11,9,4,25,9,1
299,15,11,7,10,18,11,1
27,3,2,0,1,3,1,0
189,36,5,7,14,24,15,1
270,25,10,8,5,22,21,1
13,1,0,0,0,4,2,0
66,29,11,4,13,16,16,1
294,25,10,7,6,20,11,1
26,1,1,1,1,2,0,0
181,10,11,6,11,20,23,1
216,24,7,4,10,15,18,1
216,17,11,4,13,19,23,1
228,27,5,8,11,25,17,1
90,10,5,7,14,5,16,1
286,10,7,5,6,21,16,1
7,4,3,0,2,2,3,0
145,33,6,8,7,15,15,1
125,24,6,7,6,9,4,1
133,14,7,8,13,19,21,1
23,30,6,7,10,23,3,1
141,32,10,7,11,23,9,1
88,17,9,6,5,13,23,1
209,14,8,5,5,22,21,1
170,28,5,6,14,16,23,1
8,2,2,1,2,1,2,0
116,13,7,9,14,16,12,1
147,35,8,5,4,18,13,1
22,4,2,1,2,4,2,0
81,17,7,4,5,13,17,1
19,2,0,0,0,1,3,0
16,3,3,1,2,1,2,0
15,1,3,2,2,2,3,0
134,29,7,8,12,26,17,1
8,2,3,1,2,1,2,0
17,2,1,1,1,1,1,0
9,4,2,2,1,2,1,0
27,2,1,1,0,2,2,0
236,13,5,5,6,25,20,1
12,2,3,2,1,3,2,0
109,20,8,6,5,22,24,1
115,34,11,9,11,8,23,1
23,2,0,1,2,4,0,0
7,3,3,2,0,2,0,0
18,3,3,0,2,3,0,0
10,3,2,2,1,3,2,0
201,28,10,8,14,16,14,1
17,3,2,1,0,4,0,0
18,2,0,0,1,2,1,0
17,4,0,2,0,2,3,0
170,37,11,7,6,21,19,1
244,38,10,5,13,15,12,1
24,3,2,1,2,1,0,0
184,29,7,9,5,13,20,1
22,3,1,1,1,1,2,0
116,18,8,4,6,1,9,1
10,2,0,2,1,1,0,0
199,21,9,9,11,27,13,1
112,32,6,7,13,18,20,1
28,3,3,0,1,1,0,0
184,28,0,8,1,13,14,1
25,3,2,2,2,1,3,0
25,1,3,1,1,4,0,0
26,1,1,0,0,3,1,0
153,29,7,6,11,29,13,1
294,37,8,9,6,25,11,1
158,7,11,8,5,12,22,1
256,26,5,8,6,16,22,1
150,31,10,8,13,21,11,1
26,1,3,2,0,4,3,0
22,3,0,2,1,2,2,0
140,30,5,8,7,17,21,1
153,35,6,5,4,12,16,1
130,30,10,4,14,25,19,1
12,4,1,2,0,4,3,0
230,32,10,4,10,17,18,1
299,36,6,6,9,10,9,1
21,3,1,0,0,1,2,0
11,1,2,2,2,2,3,0
129,18,7,9,5,19,18,1
113,10,7,8,0,3,23,1
206,26,8,6,14,13,17,1
27,3,1,1,2,1,1,0
135,31,6,4,13,18,17,1
10,4,2,0,2,2,0,0
12,2,3,1,2,2,3,0
299,10,8,9,5,24,8,1
232,18,8,9,4,24,18,1
153,14,6,4,7,11,18,1
16,1,1,0,2,1,2,0
15,4,0,0,0,4,0,0
21,2,0,0,0,1,3,0
254,39,11,9,7,10,16,1
16,2,0,1,1,2,2,0
10,2,0,2,2,2,1,0
13,4,2,2,0,1,1,0
184,20,5,8,9,24,23,1
13,4,0,2,0,1,3,0
21,3,1,2,0,1,1,0
203,29,5,7,8,26,21,1
295,27,5,9,6,10,10,1
25,3,2,0,1,3,1,0
247,36,11,5,11,11,20,1
106,37,7,7,6,16,20,1
12,1,3,1,0,1,2,0
20,2,2,0,0,1,2,0
194,19,4,9,1,0,3,1
199,17,10,8,12,16,15,1
10,1,3,0,1,4,0,0
262,31,6,6,10,12,11,1
22,3,2,0,0,1,3,0
213,22,10,5,11,14,13,1
130,2,9,0,13,28,12,1
9,4,3,2,2,4,1,0
175,16,8,8,11,14,11,1
6,1,0,2,2,3,2,0
146,18,7,9,7,28,17,1
131,32,10,8,4,11,24,1
120,32,6,5,7,18,15,1
35,38,0,9,4,17,3,1
173,15,9,8,9,16,16,1
29,3,3,1,0,3,1,0
19,1,3,1,1,1,0,0
130,28,9,6,13,10,15,1
15,1,3,1,0,2,1,0
22,1,1,2,2,2,3,0
83,36,8,9,10,26,12,1
224,39,11,9,13,18,21,1
23,1,1,1,2,2,1,0
146,5,4,6,11,5,24,1
10,3,0,2,2,3,1,0
12,3,1,0,2,2,0,0
189,20,10,4,12,28,11,1
14,1,3,1,1,3,2,0
26,3,0,2,0,2,1,0
8,3,3,2,0,3,3,0
14,36,6,8,14,13,8,1
161,36,7,4,6,17,14,1
244,7,7,4,5,13,18,1
80,15,7,8,13,11,13,1
261,39,5,7,7,13,11,1
179,35,6,8,8,26,24,1
236,36,8,5,12,26,19,1
159,37,6,5,6,13,16,1
28,1,3,1,0,3,1,0
20,3,2,1,0,4,1,0
25,4,3,2,2,3,0,0
42,25,4,2,5,3,1,1
147,30,7,7,8,15,19,1
42,15,10,6,4,6,6,1
140,29,8,4,9,29,9,1
26,3,1,1,2,4,3,0
203,4,3,8,10,3,23,1
22,2,0,1,2,2,3,0
10,2,3,1,2,3,1,0
23,3,0,1,1,2,0,0
109,23,6,5,4,20,24,1
28,4,3,1,2,3,3,0
20,2,0,2,1,1,3,0
240,13,7,8,9,26,19,1
222,33,6,7,7,24,23,1
204,19,7,7,7,15,14,1
291,22,8,4,5,20,13,1
20,2,2,0,1,3,0,0
90,15,6,4,13,25,8,1
85,12,10,5,6,9,11,1
10,3,1,0,1,1,3,0
161,13,7,8,8,11,23,1
228,37,8,5,6,10,23,1
216,31,9,8,13,12,22,1
77,16,9,6,11,27,15,1
13,1,0,1,2,2,2,0
172,29,11,6,5,25,9,1
187,28,11,9,5,14,23,1
157,6,7,0,6,12,14,1
22,2,0,1,1,4,0,0
208,19,7,9,10,12,11,1
239,31,5,9,5,26,21,1
12,2,0,1,2,1,1,0
197,32,10,8,13,15,14,1
14,3,1,2,0,4,3,0
244,15,6,5,10,17,12,1
9,4,2,0,0,4,1,0
26,1,2,1,0,4,1,0
18,1,3,0,1,4,1,0
22,1,1,2,2,4,0,0
82,31,6,6,6,12,9,1
256,22,8,9,11,27,12,1
12,1,1,1,0,2,1,0
13,1,2,0,0,3,3,0
111,35,7,7,11,20,24,1
104,13,8,9,12,17,21,1
286,29,9,8,8,26,18,1
175,39,11,9,11,15,17,1
174,16,8,9,7,25,20,1
220,33,9,8,11,28,15,1
152,24,1,6,12,18,16,1
97,26,7,8,6,11,18,1
189,33,7,8,13,16,16,1
28,3,2,1,1,3,2,0
74,32,11,4,8,14,8,1
92,11,9,6,6,19,22,1
263,28,11,5,8,13,8,1
20,4,3,0,1,3,2,0
225,30,9,5,10,25,8,1
10,3,1,0,2,2,2,0
7,4,3,2,0,2,0,0
9,2,1,1,0,4,0,0
27,1,0,0,1,2,1,0
173,29,6,5,4,24,13,1
60,15,11,6,12,20,18,1
14,3,3,0,0,4,0,0
137,16,3,3,0,28,1,1
87,29,1,8,3,20,3,1
27,3,1,0,1,3,0,0
14,3,1,2,2,3,0,0
7,4,0,2,2,3,3,0
27,3,3,2,0,1,1,0
27,3,0,2,1,2,1,0
95,13,8,7,9,17,24,1
7,4,3,1,0,2,0,0
178,33,11,4,9,24,16,1
212,23,8,5,10,28,13,1
265,35,10,9,6,12,14,1
230,17,10,8,13,28,22,1
288,24,6,4,4,29,10,1
95,15,8,4,8,27,18,1
125,35,5,6,2,16,1,1
96,17,7,6,10,25,12,1
19,2,3,2,2,2,1,0
289,15,9,9,7,15,17,1
69,35,11,8,11,21,11,1
67,11,11,5,7,20,15,1
299,23,11,7,4,27,20,1
24,1,0,2,1,1,2,0
141,19,6,6,9,27,12,1
78,39,8,9,10,12,12,1
23,4,4,7,6,27,7,1
29,1,0,0,2,2,2,0
127,19,8,0,5,25,8,1
7,4,0,0,0,2,2,0
21,2,2,1,1,4,2,0
19,3,1,1,0,4,1,0
21,2,1,0,2,2,3,0
238,22,9,6,14,11,11,1
130,30,5,4,12,15,17,1
18,4,0,0,0,4,2,0
157,7,3,9,1,21,3,1
13,2,3,0,1,1,1,0
61,36,9,4,9,15,21,1
159,29,10,4,14,16,24,1
194,29,6,5,10,16,20,1
279,33,5,5,10,13,24,1
66,17,5,7,5,24,10,1
19,1,1,0,0,3,1,0
134,33,8,2,9,8,8,1
265,34,4,0,5,3,2,1
219,22,7,4,10,10,8,1
22,2,0,1,0,4,0,0
166,22,8,6,5,25,13,1
174,33,11,4,9,11,17,1
269,25,11,5,9,23,18,1
80,29,8,4,5,21,10,1
19,1,3,0,1,1,1,0
5,4,3,1,2,3,2,0
27,2,0,2,0,3,1,0
158,39,8,8,9,28,22,1
194,15,7,6,11,10,23,1
22,1,0,2,0,1,0,0
23,3,0,2,1,4,1,0
5,1,1,2,2,2,0,0
28,3,1,2,2,1,1,0
24,1,3,1,0,4,0,0
5,4,3,0,1,1,1,0
29,1,3,2,2,2,2,0
70,18,6,2,11,2,15,1
239,16,9,7,13,24,11,1
16,2,3,0,0,1,3,0
255,38,10,7,6,23,9,1
74,30,6,9,6,19,15,1
178,38,7,5,12,26,14,1
11,3,2,1,2,2,1,0
26,4,3,2,2,2,0,0
26,3,3,2,0,4,0,0
134,19,7,9,14,23,22,1
15,4,1,2,1,3,1,0
204,25,7,8,4,10,10,1
119,19,7,5,9,20,21,1
13,3,3,1,1,3,0,0
19,4,3,2,0,3,3,0
10,4,3,0,0,2,2,0
27,1,1,1,0,4,2,0
253,13,7,8,13,10,23,1
269,33,0,0,11,9,0,1
92,14,5,7,8,28,12,1
7,4,3,0,0,3,0,0
18,1,3,2,2,3,2,0
19,1,0,2,2,2,0,0
14,1,3,1,2,3,2,0
258,5,0,8,10,21,9,1
38,34,11,7,6,26,4,1
106,21,7,5,14,15,8,1
196,26,5,4,4,25,23,1
209,12,6,9,11,26,17,1
133,36,7,9,11,15,13,1
152,17,7,4,13,13,20,1
275,39,11,6,9,22,19,1
10,3,1,2,1,4,0,0
126,23,10,8,14,11,12,1
15,2,2,2,2,2,3,0
286,18,5,9,9,10,19,1
146,14,11,6,12,28,9,1
19,2,1,2,2,3,2,0
6,2,1,1,1,1,2,0
172,33,2,8,5,20,1,1
186,11,6,7,5,15,18,1
214,9,3,2,7,18,16,1
85,26,9,4,6,10,16,1
16,3,0,2,0,4,0,0
296,12,9,7,7,12,22,1
21,2,2,2,1,4,2,0
282,30,9,9,11,15,11,1
158,18,9,5,4,17,17,1
118,30,5,8,9,14,16,1
16,4,1,1,2,1,0,0
24,1,1,2,2,1,2,0
14,1,3,2,2,4,1,0
25,3,0,2,2,1,2,0
150,15,5,7,2,19,7,1
163,31,7,8,10,16,19,1
16,4,0,1,1,1,1,0
27,4,2,2,0,1,0,0
146,25,6,8,9,23,22,1
186,27,7,8,4,24,11,1
259,36,7,6,10,24,24,1
5,2,2,0,1,3,0,0
28,3,1,0,2,1,2,0
14,1,2,0,0,4,2,0
8,4,2,0,2,4,3,0
260,29,10,6,8,17,18,1
120,12,7,7,10,20,21,1
95,15,8,0,12,1,16,1
90,35,6,8,4,10,19,1
19,2,2,2,2,2,3,0
16,4,3,0,2,1,0,0
173,32,5,8,10,11,13,1
15,1,3,0,2,3,1,0
153,37,10,8,12,22,14,1
21,1,0,0,0,2,3,0
83,19,9,2,13,13,9,1
21,2,1,0,1,2,1,0
293,11,7,4,6,16,9,1
29,4,0,2,2,2,0,0
295,23,11,7,4,17,11,1
7,4,1,0,2,2,0,0
14,1,3,0,0,4,3,0
158,36,5,7,5,19,16,1
278,33,11,4,4,14,8,1
231,35,10,5,7,25,23,1
125,12,9,4,10,10,19,1
248,39,6,4,5,22,17,1
70,21,7,5,9,24,14,1
263,19,3,6,2,5,7,1
171,19,11,7,10,11,9,1
228,39,8,5,9,25,16,1
108,19,5,7,11,22,14,1
106,33,7,7,8,29,11,1
24,3,3,1,0,3,1,0
152,12,6,9,13,14,20,1
187,32,8,5,8,29,9,1
98,26,9,7,5,10,15,1
95,34,11,9,5,22,12,1
230,4,5,0,0,10,4,1
19,4,0,1,2,1,3,0
230,25,7,7,10,0,1,1
133,37,8,4,4,12,13,1
23,1,2,1,1,1,0,0
18,4,3,2,0,2,2,0
21,2,3,2,1,4,2,0
65,38,7,7,14,26,18,1
159,34,10,8,4,27,12,1
275,11,9,7,6,22,13,1
170,28,10,7,13,19,10,1
17,1,0,0,1,3,1,0
146,38,7,7,8,27,22,1
209,34,11,9,13,19,12,1
7,3,2,1,2,2,1,0
5,1,1,1,0,1,2,0
274,18,9,7,11,14,21,1
176,10,9,6,5,28,9,1
15,4,0,0,0,2,1,0
73,13,8,6,4,21,10,1
7,4,2,1,0,3,1,0
16,3,0,2,2,4,2,0
10,1,1,1,2,4,0,0
5,2,3,2,0,1,2,0
201,20,3,7,0,4,5,1
256,18,7,5,13,27,11,1
7,1,0,2,1,2,2,0
18,2,0,2,1,1,1,0
89,12,10,8,11,10,23,1
14,1,1,2,2,3,1,0
226,30,7,8,4,21,19,1
234,31,8,4,10,23,24,1
201,14,10,6,14,14,10,1
68,11,9,8,11,12,14,1
82,10,9,6,9,17,13,1
167,13,7,5,4,23,14,1
225,2,0,1,2,20,9,1
161,39,6,5,4,22,16,1
14,1,1,1,0,4,2,0
14,1,3,2,1,4,2,0
17,1,2,2,1,1,0,0
133,12,8,6,12,24,18,1
28,3,1,2,1,3,2,0
77,26,5,4,12,14,17,1
8,2,0,1,1,4,2,0
26,4,1,2,1,1,2,0
267,37,6,4,4,18,21,1
162,39,5,9,8,15,13,1
202,31,5,6,6,10,8,1
194,33,10,6,9,28,11,1
189,28,10,6,8,16,13,1
21,4,0,1,1,1,3,0
170,12,10,8,13,26,16,1
20,3,3,2,1,1,1,0
228,37,11,0,12,3,23,1
24,1,0,2,0,3,0,0
11,1,1,1,2,1,0,0
295,12,10,8,4,28,12,1
20,4,1,1,2,1,2,0
15,1,2,2,1,1,1,0
92,13,6,9,11,27,24,1
287,36,9,6,14,14,17,1
8,4,2,0,11,12,17,1
272,11,6,8,6,29,12,1
19,3,0,1,0,2,3,0
243,26,9,9,7,13,19,1
13,2,2,2,0,2,0,0
77,29,11,6,11,25,22,1
16,1,0,2,1,3,0,0
245,26,5,8,12,14,10,1
29,2,1,0,2,2,2,0
113,24,7,0,12,8,12,1
28,2,3,2,0,3,0,0
278,38,5,8,14,27,19,1
19,4,2,2,2,1,3,0
73,28,7,7,5,20,19,1
27,1,3,0,2,1,2,0
14,4,0,2,2,3,1,0
253,24,11,9,5,25,20,1
155,14,11,8,6,12,9,1
6,3,1,0,1,3,0,0
23,2,2,1,2,1,3,0
14,4,1,1,2,1,1,0
23,3,0,1,0,3,0,0
86,28,10,6,12,26,16,1
109,33,11,8,13,10,23,1
25,2,1,2,1,2,2,0
73,15,9,4,5,17,18,1
7,1,0,1,0,2,2,0
16,3,2,1,2,4,3,0
122,19,7,7,12,16,23,1
70,15,5,9,8,20,12,1
28,4,3,2,1,1,3,0
281,18,11,4,10,10,9,1
27,3,3,0,2,1,2,0
124,37,10,9,13,13,17,1
9,2,0,0,2,4,2,0
224,16,7,5,6,13,10,1
23,1,0,1,0,3,3,0
27,1,0,2,2,3,2,0
26,4,0,0,2,2,2,0
22,1,2,2,1,3,1,0
23,2,3,1,2,1,0,0
6,1,1,2,2,2,3,0
12,4,1,0,0,4,2,0
231,11,10,6,10,11,12,1
13,3,2,0,0,2,1,0
218,30,10,5,5,11,11,1
11,1,0,1,0,1,3,0
276,14,7,5,11,13,20,1
111,10,9,8,13,24,10,1
151,29,6,7,8,22,24,1
184,31,6,0,6,4,9,1
16,3,0,1,2,1,2,0
11,4,0,2,2,2,0,0
23,1,3,0,0,4,0,0
11,4,3,0,2,3,3,0
10,4,1,0,0,3,2,0
94,31,11,6,6,10,23,1
121,20,10,8,9,23,21,1
295,37,10,7,13,28,16,1
71,33,11,7,13,13,24,1
170,14,10,1,0,18,7,1
158,23,9,7,11,11,17,1
18,2,3,2,2,4,0,0
218,32,10,6,10,11,18,1
6,2,2,0,1,1,2,0
20,1,0,1,1,2,1,0
185,17,5,4,9,13,15,1
10,4,1,2,2,3,1,0
188,30,9,4,13,20,22,1
21,1,2,1,1,2,3,0
116,29,6,7,13,27,20,1
151,22,10,8,9,22,12,1
224,14,9,5,9,23,18,1
25,1,2,1,0,1,3,0
25,4,2,2,2,4,3,0
29,4,2,2,0,1,3,0
17,4,3,1,0,1,2,0
182,24,5,4,9,27,9,1
281,26,7,6,7,15,10,1
205,27,9,6,5,23,15,1
75,16,9,4,6,11,11,1
9,3,3,2,1,4,2,0
212,17,10,6,6,21,8,1
170,29,9,5,12,20,18,1
13,3,0,0,1,1,1,0
286,28,9,4,14,16,21,1
21,1,0,1,2,2,3,0
298,16,10,5,7,20,23,1
69,20,11,8,14,15,17,1
29,1,2,2,2,3,3,0
6,1,0,2,1,1,2,0
13,2,3,1,1,3,2,0
227,24,9,4,5,22,24,1
96,1,9,4,11,4,11,1
215,39,8,0,14,15,6,1
6,4,2,2,2,4,0,0
23,2,0,0,1,1,0,0
17,1,3,0,0,1,1,0
19,3,3,2,1,2,0,0
215,23,5,8,13,25,15,1
14,4,2,2,0,3,2,0
199,12,8,6,9,13,16,1
5,3,1,1,0,1,0,0
10,4,0,1,1,4,1,0
8,2,0,1,2,4,2,0
179,27,7,6,9,22,15,1
77,24,9,7,9,25,18,1
27,2,1,0,1,1,3,0
258,21,8,4,9,19,24,1
113,32,5,4,13,22,22,1
19,2,3,2,0,4,1,0
188,38,10,4,4,21,11,1
21,1,3,1,1,2,0,0
13,2,3,1,1,3,2,0
29,3,1,0,1,2,3,0
209,11,10,9,10,26,24,1
104,19,10,7,13,15,8,1
164,10,11,9,11,25,9,1
157,28,9,4,5,22,13,1
186,20,7,5,14,28,8,1
299,30,9,6,8,24,11,1
230,24,10,4,5,23,22,1
6,2,0,0,2,1,3,0
21,3,2,1,0,1,1,0
27,3,1,0,2,1,2,0
16,1,2,2,0,2,1,0
7,2,2,1,2,1,3,0
110,11,11,9,12,16,12,1
251,38,6,7,5,22,8,1
27,4,3,0,1,4,0,0
207,16,5,4,11,10,9,1
21,33,6,5,3,15,16,1
18,2,2,1,0,3,0,0
26,3,1,0,1,3,2,0
170,28,11,4,4,16,21,1
26,1,3,0,2,1,0,0
278,11,7,3,8,11,19,1
87,26,5,9,11,12,13,1
144,27,5,9,4,26,12,1
243,13,6,4,8,29,14,1
10,1,0,2,1,4,1,0
11,3,3,1,0,3,0,0
97,15,6,5,6,19,18,1
236,34,10,8,11,27,15,1
197,32,6,7,8,22,24,1
172,14,11,4,5,28,20,1
67,22,10,4,11,22,8,1
16,3,3,1,2,3,2,0
46,34,4,6,13,28,5,1
193,39,9,4,6,14,24,1
12,1,2,1,1,2,2,0
254,8,2,9,11,28,8,1
198,30,9,4,4,12,11,1
75,1,4,5,6,7,23,1
19,3,2,1,0,1,2,0
27,1,3,2,0,1,2,0
208,14,11,7,11,29,12,1
259,23,10,6,10,13,22,1
80,33,11,9,11,23,24,1
135,18,7,6,12,11,8,1
237,27,10,4,9,14,9,1
9,2,0,0,2,3,3,0
21,4,1,0,0,4,2,0
12,2,2,1,0,3,3,0
16,2,1,2,1,3,0,0
10,2,1,0,1,3,3,0
101,31,2,2,14,29,10,1
78,39,7,4,8,22,23,1
288,11,6,4,8,14,11,1
6,2,0,2,0,2,1,0
9,3,2,0,2,3,1,0
296,37,0,3,9,29,22,1
160,29,10,5,6,23,15,1
13,4,2,1,1,4,3,0
14,3,0,2,2,1,0,0
19,1,0,1,2,3,3,0
172,6,2,6,8,14,12,1
126,28,9,9,7,22,15,1
117,13,8,9,13,27,8,1
245,21,8,4,14,15,15,1
99,10,8,8,8,14,20,1
38,8,4,0,11,6,9,1
235,15,9,8,10,26,19,1
13,1,3,2,2,4,3,0
11,3,0,2,0,2,0,0
210,7,10,6,12,19,2,1
6,2,0,1,0,3,1,0
17,3,3,0,1,3,0,0
277,27,10,7,14,27,16,1
17,2,1,2,0,3,0,0
27,2,3,0,0,3,2,0
224,20,8,7,12,16,13,1
85,12,7,8,6,23,17,1
65,36,10,9,8,25,19,1
14,1,0,0,1,3,2,0
271,27,10,6,13,24,20,1
28,4,3,0,2,4,2,0
20,4,2,1,2,1,1,0
8,2,0,1,0,4,1,0
121,19,10,9,6,0,11,1
85,16,9,7,4,25,21,1
16,4,1,0,2,4,0,0
6,2,0,2,1,1,0,0
6,1,3,1,0,4,2,0
259,6,2,3,13,29,13,1
87,27,8,9,5,22,17,1
17,3,2,1,2,4,1,0
195,33,5,5,9,28,24,1
82,13,10,6,13,25,23,1
9,1,2,0,0,3,0,0
144,39,9,8,14,24,18,1
7,2,0,1,0,3,2,0
98,38,10,7,7,27,15,1
26,3,0,2,2,4,0,0
254,3,11,1,11,9,11,1
160,17,11,2,9,19,4,1
12,2,0,2,0,3,0,0
15,1,1,1,2,4,1,0
140,11,8,4,10,16,21,1
26,3,3,1,1,1,2,0
160,11,7,4,11,10,20,1
210,9,8,8,0,26,23,1
280,25,9,5,8,18,11,1
106,24,5,5,12,10,22,1
289,34,9,8,10,22,9,1
198,23,10,4,13,27,21,1
219,9,9,8,11,9,11,1
223,11,6,9,3,7,23,1
225,39,9,7,8,22,10,1
197,27,9,6,10,23,10,1
22,2,0,2,2,3,3,0
27,1,0,1,2,4,3,0
107,24,8,4,12,15,16,1
167,19,9,6,12,29,14,1
15,1,0,0,0,2,2,0
235,34,10,6,12,24,15,1
8,4,1,0,1,4,3,0
18,3,2,0,1,3,0,0
67,16,11,7,12,19,14,1
194,31,9,5,10,24,11,1
74,25,8,6,6,29,19,1
10,3,0,1,2,3,3,0
20,4,0,1,1,3,0,0
44,27,0,6,8,9,19,1
190,12,5,8,7,19,9,1
17,2,0,1,1,1,1,0
26,4,3,2,2,2,0,0
173,18,9,4,14,19,19,1
5,3,3,0,2,3,2,0
71,17,11,6,6,12,14,1
150,37,9,8,9,20,13,1
108,36,11,4,13,21,22,1
178,16,8,7,11,19,20,1
20,3,3,2,0,1,3,0
169,24,10,4,7,27,16,1
16,1,0,1,0,2,3,0
168,13,8,9,8,13,8,1
7,2,3,0,2,4,2,0
24,4,3,2,0,2,2,0
85,27,9,4,14,11,10,1
23,2,2,2,1,1,3,0
165,32,6,4,6,19,23,1
28,4,1,2,0,4,1,0
232,23,8,7,9,25,14,1
20,4,2,0,2,2,3,0
20,3,1,0,0,3,1,0
6,4,1,1,1,4,0,0
13,3,0,0,2,3,3,0
11,4,3,0,2,1,3,0
13,3,1,1,0,1,0,0
12,2,1,1,2,4,1,0
113,36,11,7,8,14,18,1
131,27,6,4,10,24,11,1
75,20,8,8,11,29,8,1
13,3,1,0,2,2,2,0
67,23,11,6,8,25,21,1
118,26,10,6,4,12,10,1
18,2,0,1,1,1,3,0
119,20,7,4,6,28,8,1
247,31,11,8,7,10,11,1
260,24,7,4,7,26,24,1
269,23,0,7,1,15,0,1
81,37,9,7,7,21,14,1
85,37,5,8,4,10,12,1
238,18,6,8,9,24,24,1
132,21,5,7,7,11,24,1
119,9,1,9,8,1,5,1
160,32,7,4,9,28,10,1
9,4,2,0,1,2,3,0
19,4,0,0,1,1,1,0
10,3,1,2,0,4,2,0
15,4,1,2,1,1,3,0
199,35,11,5,11,15,14,1
20,3,3,0,2,3,3,0
24,1,0,2,2,1,1,0
129,39,8,9,14,21,10,1
161,19,11,6,6,14,13,1
28,3,3,2,0,4,1,0
60,37,5,9,6,20,8,1
138,35,5,5,4,28,22,1
23,1,2,1,2,2,1,0
126,35,5,6,14,20,12,1
239,10,4,3,5,27,1,1
82,31,6,5,4,28,10,1
61,27,8,5,11,21,8,1
65,11,5,5,11,11,22,1
8,2,1,2,2,1,2,0
11,1,1,1,1,2,2,0
289,38,5,6,7,17,14,1
86,15,10,8,9,11,9,1
155,18,8,7,8,18,19,1
140,23,6,4,7,16,24,1
21,4,1,1,0,3,3,0
13,2,0,2,0,2,3,0
139,17,9,4,14,17,21,1
141,20,5,9,6,22,21,1
26,2,3,0,2,4,3,0
23,1,0,2,2,4,0,0
233,17,9,5,5,20,17,1
157,10,10,4,5,21,20,1
26,4,2,0,1,2,1,0
16,4,1,2,2,2,2,0
259,34,10,5,14,24,19,1
281,33,7,6,11,20,24,1
131,18,7,7,11,11,10,1
136,11,11,9,12,20,10,1
6,3,3,1,2,1,1,0
24,3,2,1,2,3,2,0
8,3,3,1,0,2,2,0
24,3,1,2,1,3,0,0
200,12,10,9,5,19,13,1
14,4,0,2,1,4,1,0
8,1,0,1,1,2,3,0
9,2,2,0,0,1,3,0
239,25,9,5,5,28,9,1
5,3,2,2,0,4,2,0
14,3,2,1,1,1,0,0
7,3,0,2,1,1,2,0
291,21,2,7,5,21,10,1
157,14,8,5,5,25,23,1
13,23,8,7,3,19,10,1
25,1,3,0,2,2,3,0
108,32,11,8,9,15,23,1
193,10,8,5,13,17,22,1
282,15,7,5,11,28,20,1
160,28,6,5,13,29,18,1
25,2,3,0,1,2,1,0
294,12,9,9,12,25,15,1
180,38,6,8,6,15,14,1
231,28,9,8,9,13,19,1
297,9,3,5,4,14,2,1
211,13,6,5,11,28,14,1
113,18,10,5,14,21,15,1
133,31,6,7,4,10,20,1
242,15,5,9,9,25,10,1
18,2,2,2,1,2,2,0
164,36,9,9,12,20,14,1
5,2,1,0,0,2,0,0
73,37,3,4,9,28,16,1
259,21,7,7,14,11,21,1
16,2,2,0,2,3,1,0
28,3,3,1,2,1,3,0
295,26,7,9,14,25,10,1
12,3,0,2,0,1,0,0
118,30,7,9,7,14,12,1
5,3,2,2,0,4,1,0
159,16,5,4,7,10,13,1
27,1,2,0,1,4,1,0
